ID;Name;Sub_ID;Sub_Name;Field_ID;Field_Name;Domain_ID;Domain_Name;Keywords_1;Keywords_2;Keywords_3;Keywords_4;Keywords_5;Keywords_6;Keywords_7;Keywords_8;Keywords_9;Keywords_10
T10993;Role of Complement System in Immune Response;2403;Immunology;24;Immunology and Microbiology;1;Life Sciences;Complement;Immune;Thrombotic Microangiopathies;Hemolytic Uremic Syndrome;Eculizumab;Innate Immunity;ADAMTS13;Regulation;Inflammatory Diseases;Genetics
T11303;Learning and Inference in Bayesian Networks;1702;Artificial Intelligence;17;Computer Science;3;Physical Sciences;Bayesian Networks;Causal Inference;Graphical Models;Probabilistic Learning;Markov Logic Networks;Inference Algorithms;Causal Discovery;Probabilistic Graphical Models;Structure Learning;Imprecise Probabilities
T10666;Photonic Crystals;3107;Atomic and Molecular Physics, and Optics;31;Physics and Astronomy;3;Physical Sciences;Photonic Crystals;Nanocavities;Slow Light;Colloidal Crystals;Structural Coloration;Biomimicry;Optical Sensors;Waveguides;Bandgap Materials;Electromagnetic Simulations
T10362;Biblical Studies and Christian Theology;1212;Religious studies;12;Arts and Humanities;2;Social Sciences;Biblical Monotheism;Jewish Society;Christian Identity;Ancient Judaism;Hebrew Bible;Early Christianity;Iron Age Chronology;Theology;Dead Sea Scrolls;Religious Interpretation
T11464;Impact of Homelessness on Health and Well-being;3600;General Health Professions;36;Health Professions;4;Health Sciences;Homelessness;Health;Mental Illness;Substance Abuse;Housing First;Public Health;Social Support;Youth Homelessness;Health Care Utilization;HIV Risk Behaviors
T10783;Additive Manufacturing and 3D Printing Technologies;2203;Automotive Engineering;22;Engineering;3;Physical Sciences;Additive Manufacturing;3D Printing;Materials;Applications;Challenges;Fused Deposition Modeling;Biomedical Engineering;Polymer Composites;Sustainability;Ceramics
T11872;Blood-Brain Barrier and Neurovascular Interactions;2808;Neurology;28;Neuroscience;1;Life Sciences;Blood-Brain Barrier;Neurovascular Unit;Tight Junctions;Pericytes;Endothelial Cells;Astrocyte Interactions;Barrier Dysfunction;CNS Drug Delivery;Neurological Diseases;Vascular Homeostasis
T11029;Pathophysiology of Glomerular Diseases and Nephrotic Syndromes;2727;Nephrology;27;Medicine;4;Health Sciences;Glomerular Diseases;Nephrotic Syndrome;Podocyte Biology;Membranous Nephropathy;Focal Segmental Glomerulosclerosis;IgA Nephropathy;Renal Thrombotic Microangiopathy;Podocyte Depletion;Genetic Kidney Diseases;Kidney Barrier Function
T12159;Human T-cell Leukemia Virus Type 1 Infection;2403;Immunology;24;Immunology and Microbiology;1;Life Sciences;HTLV-1;infection;leukemia;lymphoma;viral transmission;proviral load;cellular transformation;epidemiology;immunotherapy;viral oncogenes
T10935;Diagnosis and Management of Endometriosis;2743;Reproductive Medicine;27;Medicine;4;Health Sciences;Diagnosis;Management;Pathophysiology;Infertility;Quality of Life;Epidemiology;Immunobiology;Stem Cells;Pain Symptoms;Surgical Treatment
T10818;High-Energy Astrophysics and Particle Acceleration Studies;3106;Nuclear and High Energy Physics;31;Physics and Astronomy;3;Physical Sciences;High-Energy Astrophysics;Particle Acceleration;Cosmic Rays;Neutrinos;Blazars;Supernova Remnants;Gamma-Ray Astronomy;Magnetic Field Amplification;IceCube Neutrino Observatory;Galactic Cosmic Rays
T10479;Fiber-Reinforced Polymer Composites in Construction;2215;Building and Construction;22;Engineering;3;Physical Sciences;Fiber-Reinforced Polymer Composites;Construction;Concrete Strengthening;FRP Confined Concrete;Structural Rehabilitation;Bond-Slip Models;Durability Performance;Axial Compression Behavior;Finite Element Analysis;Stress–Strain Models
T11891;Impact of Big Data Analytics on Business Performance;1404;Management Information Systems;14;Business, Management and Accounting;2;Social Sciences;Big Data;Analytics;Business Intelligence;Supply Chain Management;Predictive Analytics;Data Science;Firm Performance;Decision Support Systems;Data Warehousing;Sustainability
T11561;Bioactive Peptides in Food and Health;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Bioactive Peptides;Antioxidant Activity;Protein Hydrolysates;ACE Inhibitory Peptides;Food-Derived Peptides;Health Benefits;Enzymatic Hydrolysis;Functional Properties;Marine-Derived Peptides;Nutritional Significance
T12166;Ion Beam Surface Analysis and Nanoscale Patterning;2206;Computational Mechanics;22;Engineering;3;Physical Sciences;Ion Beam;Surface Analysis;Secondary Ion Mass Spectrometry;Nanoscale Patterning;Cluster Ion;Time-of-Flight;Molecular Imaging;Swift Heavy Ions;Surface Engineering;Nanostructures
T10148;Next Generation 5G Wireless Networks;2208;Electrical and Electronic Engineering;22;Engineering;3;Physical Sciences;Massive MIMO;Cellular Networks;Interference Alignment;Device-to-Device Communication;Green Cellular Networks;Spectral Efficiency;Multiuser MIMO;Energy Efficiency;Heterogeneous Networks;Coordinated Multipoint
T11261;Characterization of Chaotic Quantum Dynamics and Structures;3109;Statistical and Nonlinear Physics;31;Physics and Astronomy;3;Physical Sciences;Quantum Chaos;Lagrangian Coherent Structures;Semiclassical Theory;Level Fluctuation Laws;Decoherence Rate;Dynamical Systems;Wave Packet Revivals;Hamiltonian Dynamics;Random Matrices;Quantum Resonances
T10945;Lysosomal Storage Disorders in Human Health and Disease;2737;Physiology;27;Medicine;4;Health Sciences;Lysosomal Storage Disorders;Enzyme Replacement Therapy;Gaucher Disease;Fabry Disease;Niemann-Pick Disease;Parkinson's Disease;Glucocerebrosidase Mutations;Cholesterol Metabolism;Neuronal Ceroid Lipofuscinoses;Mucopolysaccharidoses
T11481;Redox Environment and Cellular Metabolism;1303;Biochemistry;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Glutathione;Hydrogen Sulfide;Oxidative Stress;Cell Signaling;Thiol Detection;Cysteine Metabolism;Mitochondrial Function;Inflammation;Antioxidant;Bioimaging
T10328;Coordination and Information Sharing in Supply Chains;1404;Management Information Systems;14;Business, Management and Accounting;2;Social Sciences;Supply Chain Coordination;Information Sharing;Inventory Management;Revenue Management;Channel Coordination;Dynamic Pricing;Demand Forecasting;Contracting;Risk Management;Dual-Channel Supply Chains
T11431;Embodied Cognition and Social Interaction;3207;Social Psychology;32;Psychology;2;Social Sciences;Mirror Neuron System;Embodiment;Action Observation;Social Cognition;Motor System;Neural Mechanisms;Intention Understanding;Language Comprehension;Interpersonal Synchrony;Neural Circuits
T11405;Global Sea Level Variability and Change;1910;Oceanography;19;Earth and Planetary Sciences;3;Physical Sciences;GRACE;sea level rise;groundwater depletion;climate change;satellite measurements;polar ice sheets;hydrological modeling;geodetic measurements;mass variability;land water storage
T10689;Hyperspectral Image Analysis and Classification;2214;Media Technology;22;Engineering;3;Physical Sciences;Hyperspectral;Image Analysis;Remote Sensing;Classification;Deep Learning;Change Detection;Spectral Unmixing;Feature Extraction;Object-Based Analysis;Support Vector Machines
T12308;Philosophical Perspectives on Health and Psychiatry;1211;Philosophy;12;Arts and Humanities;2;Social Sciences;Phenomenology;Psychiatric Disorders;DSM;Self-Experience;Health Definition;Schizophrenia Spectrum;Embodiment;Neuroscience;Person-Centered Medicine;Temporal Experience
T12023;Cholinesterase Inhibitors in Neurodegenerative Diseases;2736;Pharmacology;27;Medicine;4;Health Sciences;Cholinesterase Inhibitors;Acetylcholinesterase;Butyrylcholinesterase;Alzheimer's Disease;Neurodegenerative Diseases;Multi-Target-Directed Ligands;Pharmacology;Toxicology;Drug Development;Cognitive Deficits
T13531;Quantum Size Effects in Metallic Nanostructures;3107;Atomic and Molecular Physics, and Optics;31;Physics and Astronomy;3;Physical Sciences;Superconductivity;Quantum Size Effects;Thin Films;Surface States;Electronic Structure;Metallic Nanostructures;Atomic Chains;Quantum Well States;Electron-Phonon Interaction;Scanning Tunneling Microscopy
T10273;Internet of Things and Edge Computing;1705;Computer Networks and Communications;17;Computer Science;3;Physical Sciences;Internet of Things;Edge Computing;Fog Computing;Mobile Edge Computing;Security and Privacy;Smart Cities;Healthcare;5G Networks;Deep Learning;IoT Security
T10513;Natural Fiber Reinforced Polymer Composites;2507;Polymers and Plastics;25;Materials Science;3;Physical Sciences;Natural Fibers;Composites;Reinforced Polymers;Biodegradable;Mechanical Properties;Chemical Treatments;Fiber Surface Modification;Biofibres;Environmental Impact;Automotive Applications
T12955;Immunological Mechanisms in Atherosclerosis Development;2403;Immunology;24;Immunology and Microbiology;1;Life Sciences;Atherosclerosis;Immune Response;Inflammation;Oxidized LDL;Regulatory T Cells;Cytokines;Dendritic Cells;Adaptive Immunity;LOX-1 Receptor;T Cell Activation
T11334;Interoception and Somatic Symptoms;2738;Psychiatry and Mental health;27;Medicine;4;Health Sciences;Interoception;Somatic Symptoms;Alexithymia;Health Anxiety;Psychogenic Nonepileptic Seizures;Emotion Regulation;Medically Unexplained Symptoms;Depersonalization Disorder;Anxiety;Dissociation
T10860;Speech Enhancement Techniques;1711;Signal Processing;17;Computer Science;3;Physical Sciences;Speech Enhancement;Audio-Visual Speech Recognition;Deep Learning;Noise Reduction;Source Separation;Reverberation;Objective Quality Measures;Beamforming;Lipreading;Neural Networks
T10619;Preoperative Chemoradiotherapy for Esophageal Cancer;2746;Surgery;27;Medicine;4;Health Sciences;Preoperative Chemoradiotherapy;Esophageal Carcinoma;Barrett's Esophagus;Surgery;Chemoradiation;Endoscopic Resection;Neoadjuvant Therapy;Adenocarcinoma;Meta-analysis;Epidemiology
T11440;Click Chemistry in Chemical Biology and Drug Development;1605;Organic Chemistry;16;Chemistry;3;Physical Sciences;Click Chemistry;Copper-Catalyzed Cycloaddition;Bioorthogonal Chemistry;Azides and Alkynes;Chemical Functionality;Drug Discovery;Protein Labeling;In Vivo Imaging;Triazole Synthesis;Enzyme Inhibitors
T11107;Role of Selenium in Human Health and Disease;2916;Nutrition and Dietetics;29;Nursing;4;Health Sciences;Selenium;Selenoproteins;Glutathione Peroxidases;Antioxidant;Nutrition;Cancer Prevention;Immunity;Toxicity;Metabolism;Biofortification
T11725;Genetic Basis of Primary Immunodeficiency Disorders;2403;Immunology;24;Immunology and Microbiology;1;Life Sciences;Primary Immunodeficiency;Genetic Mutations;Immune Dysregulation;Human Inborn Errors;Th17 Cell Deficiency;Common Variable Immunodeficiency;Hematopoietic Stem Cell Transplantation;Interferon-? Pathway Defects;B Cell Abnormalities;Immunoglobulin Replacement Therapy
T11831;Innovations in Organic Synthesis Reactions;1605;Organic Chemistry;16;Chemistry;3;Physical Sciences;Oxidation;Catalysis;Esterification;Acylation;Sulfides;Sulfoxides;Thioethers;Heterogeneous Catalysts;Chemoselective;Green Chemistry
T11419;Self-Assembly and Biomaterial Design;2502;Biomaterials;25;Materials Science;3;Physical Sciences;Self-Assembly;Supramolecular;Nanofibers;Peptide Amphiphiles;Hydrogels;Nanostructures;Biomaterials;Organogels;Molecular Gelation;Nanotubes
T11335;Prion Diseases: Causes and Molecular Basis;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Prion Diseases;Molecular Basis;Pathological Protein Misfolding;Variant Creutzfeldt-Jakob Disease;Infectious Prions;Neurodegenerative Diseases;Protein Aggregation;Transmissible Spongiform Encephalopathies;Cyclic Amplification;Cellular Prion Protein
T11878;Solid Acids in Protonic Conduction and Ferroelectricity;2505;Materials Chemistry;25;Materials Science;3;Physical Sciences;Solid Acids;Protonic Conduction;Ferroelectricity;Fuel Cells;Electrical Properties;Crystal Structure;Dielectric Properties;Phase Transitions;Nuclear Quadrupole Resonance;High Temperature Behavior
T10969;Optimal Operation of Water Resources Systems;2212;Ocean Engineering;22;Engineering;3;Physical Sciences;Water Resources;Reservoir Operation;Water Demand;Climate Change;Sustainability;Hydro-Economic Models;Urbanization;System Dynamics;Robust Decision Making;Groundwater Management
T11123;Obsessive-Compulsive Disorder and Related Conditions;3203;Clinical Psychology;32;Psychology;2;Social Sciences;Obsessive-Compulsive Disorder;Tourette Syndrome;Neuroimaging;Cognitive-Behavior Therapy;Deep Brain Stimulation;Genetic Studies;Hoarding Behavior;Neuropsychological Performance;Psychometric Validation;Functional Neuroanatomy
T10898;Factors Influencing Pro-environmental Behavior;2308;Management, Monitoring, Policy and Law;23;Environmental Science;3;Physical Sciences;Pro-environmental Behavior;Environmental Attitudes;Social Norms;Energy Conservation;Theory of Planned Behavior;Environmental Education;Sustainable Behavior;Norm Activation Model;Household Energy Use;Value Orientations
T11288;Clostridium difficile Infection and Treatment;2725;Infectious Diseases;27;Medicine;4;Health Sciences;Fecal Microbiota Transplantation;Antibiotic-Associated Diarrhea;Healthcare-Associated Infections;Toxin Production;Epidemiology;Clinical Practice Guidelines;Microbiome Diversity;Vancomycin and Metronidazole Treatment;Risk Factors;Bacterial Toxins
T10267;Factors Affecting Higher Education Outcomes and Experiences;3304;Education;33;Social Sciences;2;Social Sciences;Student Engagement;Academic Performance;College Retention;Social Support;Diversity;First-Generation Students;Educational Inequality;Student Transition;Financial Aid;Institutional Agents
T10282;Modeling and Forecasting Financial Volatility;2003;Finance;20;Economics, Econometrics and Finance;2;Social Sciences;Volatility;GARCH Models;Copula Modeling;Stochastic Volatility;Contagion;Dependence;Realized Volatility;Risk Management;Multivariate Analysis;Market Integration
T10563;Biomechanical Properties of the Cornea and Related Diseases;2741;Radiology, Nuclear Medicine and Imaging;27;Medicine;4;Health Sciences;Corneal Biomechanics;Keratoconus;Collagen Crosslinking;Corneal Transplantation;Ocular Response Analyzer;Endothelial Keratoplasty;Intraocular Pressure;Riboflavin-Ultraviolet-A Treatment;Corneal Thickness;Refractive Surgery
T12620;Calcineurin-NFAT Signaling in Transcriptional Regulation;1312;Molecular Biology;13;Biochemistry, Genetics and Molecular Biology;1;Life Sciences;Calcineurin;NFAT;Transcriptional Regulation;Prolyl Isomerase Pin1;Cancer Progression;Cardiac Hypertrophy;Immunophilins;EMMPRIN/CD147;Peptidyl-Prolyl Isomerases;Inflammatory Responses
T11091;Battery Recycling and Rare Earth Recovery;2210;Mechanical Engineering;22;Engineering;3;Physical Sciences;Battery Recycling;Lithium-ion Batteries;Rare Earth Elements;Metal Recovery;Sustainable Technology;Environmental Impact;Hydrometallurgical Processes;Circular Economy;Resource Depletion;Global Supply
T10408;Chronic Kidney Disease and its Implications;2727;Nephrology;27;Medicine;4;Health Sciences;Chronic Kidney Disease;Glomerular Filtration Rate;Cardiovascular Disease;Diabetic Nephropathy;Renal Insufficiency;Albuminuria;Fibrosis;TGF-ß;Obesity-related Glomerulopathy;Global Burden
T10999;Liver Transplantation and Graft Survival Analysis;2746;Surgery;27;Medicine;4;Health Sciences;Liver Transplantation;Ischemia-Reperfusion Injury;Graft Survival;Donor Risk Index;Biliary Complications;Living Donor Liver Transplantation;Hepatic Ischemia;Machine Perfusion;Organ Preservation;Histopathologic Staging
T10920;Mucosal Drug Delivery Systems;3003;Pharmaceutical Science;30;Pharmacology, Toxicology and Pharmaceutics;1;Life Sciences;Chitosan;Nanoparticles;Mucosal;Drug Delivery;Polymeric;Microspheres;Mucoadhesive;Ocular;Nasal;Protein
T10482;Disease Transmission and Population Dynamics;2739;Public Health, Environmental and Occupational Health;27;Medicine;4;Health Sciences;Disease Transmission;Population Dynamics;Epidemic Models;Predator-Prey Interactions;Global Stability;Mathematical Modeling;Stochastic Differential Equations;Infectious Diseases;Allee Effects;Spatial Patterns
